id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
71880,Female,Loyal Customer,29,Personal Travel,Eco,1846,3,4,3,4,4,3,4,4,3,2,4,1,4,4,0,7.0,neutral or dissatisfied
92153,Female,Loyal Customer,26,Business travel,Eco Plus,1535,3,4,4,4,3,3,1,3,3,5,3,3,4,3,31,53.0,neutral or dissatisfied
23223,Female,Loyal Customer,45,Business travel,Business,476,4,4,4,4,5,5,5,4,4,4,4,5,4,4,60,53.0,satisfied
57446,Male,Loyal Customer,38,Business travel,Business,334,3,3,3,3,2,5,4,4,4,4,4,4,4,4,25,45.0,satisfied
34018,Male,Loyal Customer,31,Personal Travel,Eco,1598,1,5,0,1,3,0,3,3,4,5,4,4,5,3,46,50.0,neutral or dissatisfied
79125,Male,Loyal Customer,25,Personal Travel,Eco,356,1,5,1,2,3,1,3,3,3,5,4,5,5,3,0,0.0,neutral or dissatisfied
83519,Male,Loyal Customer,44,Personal Travel,Eco,946,3,2,3,3,4,3,4,4,4,5,3,4,4,4,0,10.0,neutral or dissatisfied
33984,Female,Loyal Customer,31,Business travel,Business,1598,4,4,4,4,4,4,4,4,1,5,2,1,4,4,0,0.0,neutral or dissatisfied
19147,Female,Loyal Customer,67,Personal Travel,Business,304,1,5,1,1,3,5,4,4,4,1,4,5,4,3,0,0.0,neutral or dissatisfied
115784,Male,Loyal Customer,53,Business travel,Business,2819,5,5,1,5,2,4,4,4,4,4,4,5,4,3,0,0.0,satisfied
105217,Female,Loyal Customer,49,Business travel,Business,377,4,4,4,4,3,5,5,5,5,5,5,3,5,4,13,6.0,satisfied
109207,Male,Loyal Customer,50,Business travel,Business,2832,3,5,3,3,3,4,5,4,4,5,4,5,4,3,1,1.0,satisfied
13856,Female,Loyal Customer,18,Personal Travel,Eco Plus,583,3,4,3,1,4,3,1,4,5,3,5,3,4,4,35,27.0,neutral or dissatisfied
76447,Male,Loyal Customer,34,Business travel,Business,481,2,2,2,2,5,5,5,5,5,5,5,3,5,3,2,14.0,satisfied
47209,Female,Loyal Customer,68,Personal Travel,Eco,748,2,3,2,2,3,5,3,2,2,2,4,2,2,4,0,0.0,neutral or dissatisfied
51605,Male,Loyal Customer,48,Business travel,Eco,451,4,2,2,2,4,4,4,4,1,4,2,5,1,4,0,0.0,satisfied
120702,Male,Loyal Customer,19,Personal Travel,Eco,280,1,1,1,4,4,1,1,4,3,1,3,1,3,4,4,0.0,neutral or dissatisfied
77277,Female,Loyal Customer,59,Business travel,Eco,1931,2,2,2,2,1,3,3,1,1,2,1,2,1,1,64,35.0,neutral or dissatisfied
84135,Male,Loyal Customer,42,Business travel,Business,3777,2,2,1,2,2,4,5,5,5,5,5,5,5,5,1,0.0,satisfied
39810,Female,disloyal Customer,27,Business travel,Eco,272,2,4,2,1,3,2,4,3,1,2,1,4,3,3,0,3.0,neutral or dissatisfied
28636,Female,Loyal Customer,25,Business travel,Business,2676,4,4,4,4,3,3,3,3,5,5,3,5,2,3,11,0.0,satisfied
119614,Female,disloyal Customer,26,Business travel,Eco Plus,1979,1,1,1,4,4,1,4,4,2,5,2,4,4,4,20,0.0,neutral or dissatisfied
12651,Male,Loyal Customer,18,Personal Travel,Eco,844,2,4,2,1,1,2,1,1,4,5,4,3,5,1,0,0.0,neutral or dissatisfied
68370,Female,Loyal Customer,53,Business travel,Business,1045,2,3,3,3,4,4,4,2,2,2,2,1,2,1,1,0.0,neutral or dissatisfied
55039,Female,disloyal Customer,34,Business travel,Business,1635,2,2,2,3,5,2,2,5,3,2,5,3,5,5,18,29.0,neutral or dissatisfied
31075,Female,Loyal Customer,50,Personal Travel,Eco,862,3,5,3,4,5,4,5,4,4,3,4,3,4,5,0,0.0,neutral or dissatisfied
59279,Female,Loyal Customer,58,Business travel,Business,3365,4,4,4,4,2,2,2,4,3,5,5,2,4,2,0,0.0,satisfied
48732,Male,Loyal Customer,35,Business travel,Business,3036,1,1,4,1,4,5,5,5,5,5,5,3,5,5,0,5.0,satisfied
53180,Male,Loyal Customer,30,Business travel,Business,2560,3,3,3,3,5,5,5,5,1,5,1,2,5,5,48,47.0,satisfied
67954,Female,Loyal Customer,9,Business travel,Business,2590,4,4,4,4,4,4,4,4,5,5,4,4,4,4,0,0.0,satisfied
8392,Male,disloyal Customer,25,Business travel,Business,888,4,4,4,4,1,4,1,1,3,5,5,5,5,1,5,9.0,neutral or dissatisfied
114716,Male,disloyal Customer,22,Business travel,Business,296,4,4,4,2,1,4,1,1,3,5,5,4,5,1,0,0.0,satisfied
107364,Male,Loyal Customer,43,Personal Travel,Eco,632,4,5,4,3,2,4,2,2,4,4,5,3,4,2,0,0.0,neutral or dissatisfied
71408,Male,Loyal Customer,55,Business travel,Eco,334,5,4,3,4,5,5,5,5,4,4,5,5,4,5,5,6.0,satisfied
12810,Female,Loyal Customer,42,Business travel,Business,489,3,4,2,4,4,4,3,3,3,3,3,2,3,1,0,0.0,neutral or dissatisfied
38887,Male,Loyal Customer,7,Personal Travel,Eco Plus,261,2,3,2,3,5,2,5,5,2,5,1,1,3,5,0,0.0,neutral or dissatisfied
104589,Male,Loyal Customer,42,Business travel,Eco,369,5,4,4,4,5,5,5,5,2,5,5,5,4,5,0,0.0,satisfied
128857,Male,Loyal Customer,50,Business travel,Business,2475,5,5,5,5,2,3,5,4,4,4,4,5,4,4,0,0.0,satisfied
89318,Male,disloyal Customer,35,Business travel,Business,1587,3,3,3,4,5,3,5,5,5,5,4,3,4,5,0,0.0,neutral or dissatisfied
70877,Male,Loyal Customer,17,Business travel,Eco Plus,761,1,2,2,2,1,1,1,1,2,4,3,3,4,1,0,0.0,neutral or dissatisfied
46286,Male,Loyal Customer,34,Personal Travel,Eco Plus,679,2,4,2,1,5,2,5,5,4,3,5,3,4,5,13,36.0,neutral or dissatisfied
50074,Male,Loyal Customer,46,Business travel,Eco,278,4,1,1,1,4,4,4,4,1,1,4,1,1,4,0,0.0,satisfied
93205,Female,Loyal Customer,34,Business travel,Business,1756,3,3,3,3,2,3,5,4,4,4,4,3,4,4,2,26.0,satisfied
99910,Male,Loyal Customer,64,Business travel,Business,1428,2,3,2,3,3,2,1,2,2,2,2,1,2,1,0,0.0,neutral or dissatisfied
68804,Female,Loyal Customer,25,Personal Travel,Eco,1021,2,0,3,1,5,3,5,5,4,2,1,5,2,5,6,0.0,neutral or dissatisfied
68097,Male,Loyal Customer,40,Business travel,Business,868,3,1,2,1,3,4,4,3,3,3,3,4,3,2,28,22.0,neutral or dissatisfied
33132,Male,Loyal Customer,59,Personal Travel,Eco,201,3,3,3,4,3,3,3,3,3,4,3,2,3,3,13,13.0,neutral or dissatisfied
18687,Female,Loyal Customer,13,Personal Travel,Eco,201,4,4,4,3,1,4,4,1,3,1,3,2,3,1,27,42.0,neutral or dissatisfied
70854,Female,Loyal Customer,23,Business travel,Business,1607,3,3,1,1,3,3,3,3,1,5,2,4,3,3,4,0.0,neutral or dissatisfied
14900,Female,Loyal Customer,23,Business travel,Business,315,1,1,1,1,4,4,4,4,2,3,4,4,4,4,28,67.0,satisfied
122868,Female,Loyal Customer,16,Business travel,Business,2704,4,2,4,2,4,4,4,4,2,2,3,2,4,4,36,30.0,neutral or dissatisfied
13766,Female,disloyal Customer,36,Business travel,Eco Plus,401,2,1,1,3,1,1,1,1,5,1,5,2,4,1,0,0.0,neutral or dissatisfied
34887,Male,Loyal Customer,67,Business travel,Business,187,0,4,0,1,4,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
114212,Female,disloyal Customer,46,Business travel,Eco,862,3,3,3,4,3,3,3,3,1,3,4,4,4,3,0,0.0,neutral or dissatisfied
36220,Male,Loyal Customer,37,Business travel,Business,2599,1,1,1,1,5,3,5,5,5,4,5,3,5,5,0,0.0,satisfied
123582,Female,Loyal Customer,40,Personal Travel,Eco,1773,4,1,4,4,2,4,2,2,1,4,2,3,4,2,0,0.0,neutral or dissatisfied
93250,Female,Loyal Customer,47,Business travel,Business,3776,5,4,4,4,5,4,4,5,5,4,5,1,5,3,17,5.0,neutral or dissatisfied
68352,Female,Loyal Customer,42,Business travel,Business,1598,2,5,5,5,5,3,3,2,2,2,2,3,2,3,0,0.0,neutral or dissatisfied
101580,Male,Loyal Customer,46,Business travel,Business,1099,3,3,3,3,5,4,5,3,3,3,3,5,3,5,0,0.0,satisfied
62749,Female,disloyal Customer,23,Business travel,Business,1275,4,0,4,4,4,4,4,3,2,3,4,4,5,4,4,0.0,satisfied
80391,Male,Loyal Customer,12,Personal Travel,Eco,368,2,5,2,3,1,2,1,1,3,3,4,2,3,1,123,113.0,neutral or dissatisfied
78116,Female,disloyal Customer,48,Business travel,Eco,1181,3,2,2,4,3,3,3,3,2,4,3,1,4,3,16,0.0,neutral or dissatisfied
69755,Female,Loyal Customer,46,Personal Travel,Eco,1085,3,4,3,4,4,5,5,2,2,3,2,3,2,4,0,0.0,neutral or dissatisfied
105937,Male,Loyal Customer,38,Personal Travel,Eco,1491,2,1,2,4,1,2,1,1,1,5,2,2,4,1,28,0.0,neutral or dissatisfied
42314,Female,Loyal Customer,7,Personal Travel,Eco,784,4,5,3,1,1,3,1,1,3,3,5,4,5,1,4,0.0,neutral or dissatisfied
6698,Male,Loyal Customer,39,Business travel,Business,2308,4,4,3,4,3,4,4,1,1,2,1,3,1,5,0,0.0,satisfied
86967,Female,Loyal Customer,46,Business travel,Eco,907,2,3,3,3,4,4,3,2,2,2,2,2,2,3,3,7.0,neutral or dissatisfied
113902,Female,Loyal Customer,29,Business travel,Business,2295,1,5,1,5,1,1,1,1,2,2,2,4,3,1,3,0.0,neutral or dissatisfied
81505,Male,Loyal Customer,64,Personal Travel,Eco,528,2,5,2,1,3,2,3,3,5,2,5,3,5,3,12,0.0,neutral or dissatisfied
47140,Female,Loyal Customer,40,Business travel,Eco,679,4,1,1,1,4,4,4,4,3,3,1,4,1,4,35,38.0,satisfied
29941,Female,Loyal Customer,64,Business travel,Business,3942,0,4,0,1,3,2,1,3,3,3,3,1,3,4,0,0.0,satisfied
33168,Female,Loyal Customer,37,Personal Travel,Eco,101,2,5,2,2,1,2,1,1,3,4,4,5,5,1,0,0.0,neutral or dissatisfied
99023,Male,Loyal Customer,52,Business travel,Business,1564,1,1,1,1,5,5,5,3,3,3,3,3,3,5,0,0.0,satisfied
118530,Male,Loyal Customer,45,Business travel,Business,3124,2,2,2,2,5,5,5,4,3,5,4,5,5,5,139,134.0,satisfied
102965,Male,Loyal Customer,23,Business travel,Business,3414,2,2,2,2,5,5,5,5,5,5,5,3,5,5,1,0.0,satisfied
112161,Female,Loyal Customer,64,Business travel,Business,3866,2,5,5,5,5,2,2,2,2,2,2,2,2,1,34,4.0,neutral or dissatisfied
64880,Male,Loyal Customer,47,Business travel,Business,551,4,4,4,4,4,5,5,3,3,4,3,5,3,4,0,0.0,satisfied
6048,Female,Loyal Customer,8,Personal Travel,Eco,925,2,4,2,5,1,2,1,1,4,3,4,5,4,1,33,58.0,neutral or dissatisfied
105507,Female,Loyal Customer,47,Business travel,Business,1735,1,1,1,1,3,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
81958,Male,Loyal Customer,56,Business travel,Business,1535,2,2,2,2,2,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
14035,Female,Loyal Customer,67,Personal Travel,Eco,1117,3,4,3,4,4,4,5,2,2,3,2,5,2,5,0,21.0,neutral or dissatisfied
59693,Male,Loyal Customer,13,Personal Travel,Eco,854,2,3,2,4,5,2,5,5,4,4,4,3,4,5,0,0.0,neutral or dissatisfied
126352,Male,Loyal Customer,46,Personal Travel,Eco,631,1,4,1,1,3,1,3,3,3,4,5,4,4,3,0,0.0,neutral or dissatisfied
81477,Male,Loyal Customer,20,Business travel,Eco,528,3,5,5,5,3,2,2,3,3,4,2,2,2,3,12,10.0,neutral or dissatisfied
114522,Female,Loyal Customer,40,Personal Travel,Business,337,0,5,0,4,2,4,4,4,4,0,4,5,4,4,129,119.0,satisfied
15301,Female,Loyal Customer,62,Personal Travel,Eco,612,2,4,2,4,2,3,1,4,4,2,2,2,4,4,0,0.0,neutral or dissatisfied
31376,Male,Loyal Customer,68,Personal Travel,Eco,977,2,4,2,3,2,2,4,2,4,4,4,3,5,2,0,0.0,neutral or dissatisfied
119992,Female,Loyal Customer,49,Business travel,Business,328,4,5,5,5,2,3,4,4,4,3,4,3,4,4,0,0.0,neutral or dissatisfied
84590,Female,Loyal Customer,48,Business travel,Business,669,2,5,2,2,4,5,4,5,5,5,5,4,5,3,116,110.0,satisfied
119361,Female,Loyal Customer,53,Business travel,Business,399,3,4,3,3,2,4,5,5,5,5,5,5,5,5,0,12.0,satisfied
80796,Female,Loyal Customer,59,Business travel,Business,3018,3,3,3,3,4,4,5,3,3,3,3,4,3,3,0,0.0,satisfied
91342,Female,Loyal Customer,58,Personal Travel,Eco Plus,581,1,4,1,5,3,1,2,2,2,1,2,3,2,1,27,10.0,neutral or dissatisfied
42654,Female,Loyal Customer,10,Personal Travel,Eco Plus,223,2,4,2,3,3,2,3,3,5,2,5,4,5,3,0,0.0,neutral or dissatisfied
82573,Female,disloyal Customer,26,Business travel,Eco,528,2,4,2,3,4,2,4,4,4,1,4,4,4,4,18,17.0,neutral or dissatisfied
57893,Female,Loyal Customer,45,Business travel,Business,2103,5,5,5,5,4,5,4,4,4,5,4,5,4,3,0,0.0,satisfied
85766,Male,Loyal Customer,47,Business travel,Business,666,4,4,4,4,3,4,4,5,5,5,5,3,5,4,0,0.0,satisfied
68973,Female,disloyal Customer,23,Business travel,Eco,700,2,2,2,3,1,2,1,1,2,4,4,1,4,1,0,0.0,neutral or dissatisfied
5360,Female,disloyal Customer,49,Business travel,Eco,812,4,4,4,3,3,4,1,3,1,4,4,3,3,3,36,13.0,neutral or dissatisfied
96948,Male,disloyal Customer,23,Business travel,Business,883,5,4,5,3,5,5,3,5,4,4,5,4,4,5,0,0.0,satisfied
99472,Female,disloyal Customer,24,Business travel,Eco,283,3,1,3,3,5,3,5,5,4,5,3,3,3,5,45,65.0,neutral or dissatisfied
76581,Male,Loyal Customer,33,Business travel,Business,547,1,1,1,1,4,4,4,4,4,5,4,5,5,4,0,5.0,satisfied
92521,Male,Loyal Customer,69,Personal Travel,Eco,1947,3,5,3,2,1,3,1,1,5,3,5,3,4,1,0,0.0,neutral or dissatisfied
32050,Male,disloyal Customer,26,Business travel,Business,216,5,0,5,3,4,5,4,4,4,4,1,5,2,4,3,5.0,satisfied
10573,Female,Loyal Customer,48,Business travel,Business,2160,5,5,5,5,5,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
34052,Female,Loyal Customer,40,Business travel,Eco,1674,2,1,1,1,2,3,2,2,3,5,4,5,3,2,0,0.0,satisfied
13311,Male,Loyal Customer,73,Business travel,Eco,448,4,4,4,4,4,4,4,4,4,3,4,4,5,4,3,0.0,satisfied
76222,Male,disloyal Customer,29,Business travel,Business,1399,4,4,4,2,3,4,3,3,5,4,5,4,4,3,0,0.0,satisfied
60161,Male,Loyal Customer,55,Personal Travel,Eco,1012,4,5,4,2,5,4,5,5,4,2,5,3,4,5,0,0.0,satisfied
73341,Male,disloyal Customer,45,Business travel,Business,1182,4,4,4,3,3,4,1,3,3,5,4,5,4,3,30,1.0,neutral or dissatisfied
62348,Female,Loyal Customer,48,Business travel,Business,1735,1,1,1,1,5,4,5,4,4,5,4,3,4,5,30,34.0,satisfied
22356,Male,Loyal Customer,48,Business travel,Business,3734,1,4,5,4,5,3,2,2,2,2,1,3,2,1,0,0.0,neutral or dissatisfied
779,Male,Loyal Customer,42,Business travel,Business,247,1,1,1,1,4,5,5,4,4,4,4,3,4,3,0,4.0,satisfied
580,Male,Loyal Customer,46,Business travel,Business,1598,3,3,3,3,4,5,4,5,5,5,4,3,5,5,11,12.0,satisfied
128318,Female,Loyal Customer,40,Business travel,Business,621,5,5,5,5,2,5,4,5,5,5,5,3,5,4,0,3.0,satisfied
53786,Female,Loyal Customer,56,Personal Travel,Business,140,0,0,0,3,5,3,5,4,4,0,1,5,4,4,0,0.0,satisfied
20949,Female,Loyal Customer,27,Business travel,Business,721,1,2,2,2,1,1,1,1,4,5,4,4,3,1,0,0.0,neutral or dissatisfied
59381,Male,Loyal Customer,47,Business travel,Eco,1004,5,3,3,3,4,5,4,4,2,4,5,3,4,4,7,0.0,satisfied
6474,Male,Loyal Customer,14,Personal Travel,Eco Plus,213,2,0,2,1,2,2,2,2,4,2,4,5,4,2,0,9.0,neutral or dissatisfied
45916,Female,disloyal Customer,27,Business travel,Eco,563,4,0,4,5,2,4,3,2,4,5,3,3,3,2,0,0.0,satisfied
110324,Male,Loyal Customer,28,Business travel,Business,883,2,2,2,2,5,5,5,5,3,3,5,4,4,5,18,6.0,satisfied
60718,Female,disloyal Customer,40,Business travel,Business,1605,4,4,4,4,5,4,5,5,4,4,3,3,3,5,1,0.0,neutral or dissatisfied
63336,Male,Loyal Customer,38,Business travel,Business,2386,5,5,5,5,1,5,2,4,4,4,4,4,4,5,0,0.0,satisfied
76995,Male,disloyal Customer,25,Business travel,Business,368,2,0,2,1,2,2,2,2,5,4,5,4,4,2,0,0.0,neutral or dissatisfied
12469,Female,Loyal Customer,53,Personal Travel,Eco,127,2,3,2,4,4,4,3,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied
114344,Male,Loyal Customer,18,Personal Travel,Eco,862,3,5,3,4,5,3,5,5,3,4,5,5,4,5,0,0.0,neutral or dissatisfied
117487,Female,Loyal Customer,25,Business travel,Business,507,3,5,4,5,3,2,3,3,1,2,3,3,3,3,7,14.0,neutral or dissatisfied
107431,Female,Loyal Customer,53,Personal Travel,Eco,725,2,3,1,3,1,1,5,5,5,1,5,1,5,2,0,0.0,neutral or dissatisfied
62395,Female,Loyal Customer,16,Personal Travel,Eco,2611,3,3,3,3,3,3,3,3,2,1,2,4,3,3,0,0.0,neutral or dissatisfied
33076,Male,Loyal Customer,46,Personal Travel,Eco,102,3,4,3,2,4,3,4,4,3,4,4,4,5,4,0,0.0,neutral or dissatisfied
14682,Female,Loyal Customer,56,Business travel,Business,419,3,3,3,3,2,4,4,5,5,5,5,4,5,5,16,30.0,satisfied
27482,Male,disloyal Customer,15,Business travel,Eco,987,3,3,3,4,4,3,4,4,4,4,4,3,3,4,4,6.0,neutral or dissatisfied
32076,Female,Loyal Customer,32,Business travel,Business,2861,3,3,3,3,5,5,4,5,1,5,5,1,5,5,0,4.0,satisfied
44460,Male,Loyal Customer,52,Business travel,Eco,196,4,1,1,1,5,4,5,5,4,1,3,4,1,5,37,32.0,satisfied
110660,Female,Loyal Customer,31,Business travel,Business,829,2,2,4,2,2,2,2,2,3,2,4,3,4,2,0,5.0,satisfied
77063,Female,Loyal Customer,43,Business travel,Business,2156,3,2,2,2,5,4,3,3,3,3,3,2,3,1,0,0.0,neutral or dissatisfied
124303,Female,disloyal Customer,27,Business travel,Eco,601,3,3,3,3,5,3,5,5,3,1,4,2,4,5,0,0.0,neutral or dissatisfied
29768,Male,Loyal Customer,34,Business travel,Business,2497,3,3,3,3,5,3,3,3,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
2716,Male,Loyal Customer,62,Personal Travel,Eco,562,2,4,2,1,4,2,4,4,5,5,5,4,5,4,0,0.0,neutral or dissatisfied
94693,Male,Loyal Customer,60,Business travel,Business,148,3,3,3,3,5,5,5,4,4,4,5,3,4,4,9,11.0,satisfied
5918,Male,Loyal Customer,32,Personal Travel,Eco,173,1,3,1,3,5,1,5,5,1,3,3,4,3,5,0,0.0,neutral or dissatisfied
37178,Female,Loyal Customer,22,Personal Travel,Eco,1189,1,5,0,3,1,0,1,1,5,2,4,3,4,1,108,106.0,neutral or dissatisfied
71827,Male,Loyal Customer,56,Business travel,Business,1846,1,1,1,1,5,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
87504,Female,Loyal Customer,16,Business travel,Business,1983,2,2,2,2,4,4,4,4,3,4,1,1,3,4,0,0.0,satisfied
36725,Female,Loyal Customer,35,Personal Travel,Eco Plus,1197,2,3,2,3,3,2,3,3,2,4,1,3,2,3,1,0.0,neutral or dissatisfied
42618,Male,disloyal Customer,33,Business travel,Eco,546,3,3,3,4,3,3,3,3,2,1,4,3,1,3,0,3.0,neutral or dissatisfied
62700,Male,Loyal Customer,40,Business travel,Business,2338,4,4,4,4,4,4,5,4,4,4,4,4,4,5,32,36.0,satisfied
11492,Male,Loyal Customer,64,Personal Travel,Eco Plus,224,2,4,0,3,3,0,3,3,5,4,4,3,4,3,0,0.0,neutral or dissatisfied
74071,Female,disloyal Customer,22,Business travel,Business,641,4,0,4,2,3,4,3,3,3,3,5,3,4,3,0,0.0,satisfied
121785,Male,Loyal Customer,34,Business travel,Business,3870,1,1,1,1,3,4,5,5,5,5,5,3,5,3,80,67.0,satisfied
3340,Female,disloyal Customer,45,Business travel,Eco,296,4,2,4,3,3,4,3,3,3,2,4,4,4,3,0,6.0,neutral or dissatisfied
95223,Female,Loyal Customer,21,Personal Travel,Eco,441,1,5,1,3,2,1,3,2,5,3,4,5,5,2,4,0.0,neutral or dissatisfied
25675,Female,Loyal Customer,67,Personal Travel,Eco,761,2,5,2,4,2,5,5,5,5,2,5,3,5,3,0,0.0,neutral or dissatisfied
43167,Female,Loyal Customer,15,Personal Travel,Eco,840,3,3,3,4,4,3,4,4,1,4,4,2,4,4,0,5.0,neutral or dissatisfied
16323,Male,Loyal Customer,60,Business travel,Business,628,3,3,3,3,2,4,3,3,3,3,3,4,3,2,0,8.0,neutral or dissatisfied
117329,Female,disloyal Customer,9,Business travel,Eco Plus,646,2,2,2,2,2,2,5,2,3,2,3,1,2,2,4,0.0,neutral or dissatisfied
75001,Male,disloyal Customer,25,Business travel,Business,236,5,0,5,4,1,5,1,1,4,5,5,5,5,1,3,0.0,satisfied
22250,Female,disloyal Customer,24,Business travel,Eco,143,4,4,4,3,2,4,2,2,1,2,3,2,4,2,4,26.0,neutral or dissatisfied
78182,Male,disloyal Customer,27,Business travel,Eco,153,3,2,3,4,3,3,3,3,4,1,3,2,3,3,0,0.0,neutral or dissatisfied
11406,Female,Loyal Customer,26,Business travel,Business,2562,0,5,0,5,3,3,3,3,3,2,4,3,5,3,16,34.0,satisfied
2718,Female,Loyal Customer,29,Business travel,Business,3877,2,2,4,2,5,5,5,5,5,5,5,4,5,5,5,3.0,satisfied
114009,Male,Loyal Customer,18,Personal Travel,Eco,1855,4,5,5,5,4,5,1,4,3,3,2,5,5,4,0,0.0,neutral or dissatisfied
3765,Male,Loyal Customer,40,Personal Travel,Business,599,4,0,4,4,2,4,4,3,3,4,3,3,3,4,0,0.0,satisfied
124983,Male,Loyal Customer,59,Business travel,Business,184,0,5,0,2,2,5,5,3,3,3,3,4,3,4,9,0.0,satisfied
17334,Female,Loyal Customer,41,Business travel,Business,2246,1,5,5,5,1,1,1,2,1,3,4,1,1,1,228,216.0,neutral or dissatisfied
15858,Female,Loyal Customer,37,Business travel,Business,332,0,0,0,5,3,3,3,3,3,3,3,3,3,1,0,0.0,satisfied
122045,Female,Loyal Customer,54,Business travel,Business,130,4,3,3,3,3,4,4,2,2,2,4,4,2,2,28,21.0,neutral or dissatisfied
60763,Male,Loyal Customer,22,Business travel,Business,1937,2,2,4,4,2,2,2,1,1,4,3,2,2,2,167,160.0,neutral or dissatisfied
111866,Male,Loyal Customer,60,Business travel,Business,628,2,2,2,2,3,5,5,4,4,4,4,5,4,4,5,0.0,satisfied
40141,Male,Loyal Customer,48,Personal Travel,Eco Plus,368,2,1,2,2,2,2,1,2,3,5,3,4,3,2,0,0.0,neutral or dissatisfied
79496,Female,disloyal Customer,34,Business travel,Business,760,2,2,2,4,3,2,2,3,3,5,4,5,5,3,95,71.0,neutral or dissatisfied
80285,Male,Loyal Customer,52,Business travel,Business,2366,5,5,5,5,5,4,4,2,2,2,2,5,2,5,0,8.0,satisfied
15845,Female,Loyal Customer,14,Personal Travel,Eco,888,3,5,3,2,2,3,2,2,4,4,5,4,4,2,0,0.0,neutral or dissatisfied
54699,Female,Loyal Customer,31,Business travel,Business,2598,4,2,2,2,4,4,4,4,4,1,3,1,2,4,0,0.0,neutral or dissatisfied
112248,Male,Loyal Customer,30,Business travel,Business,1546,4,4,4,4,4,4,4,4,5,4,5,4,5,4,2,0.0,satisfied
65280,Female,Loyal Customer,62,Personal Travel,Eco Plus,247,4,2,4,4,3,3,3,1,1,4,5,4,1,1,67,72.0,neutral or dissatisfied
5272,Male,Loyal Customer,52,Personal Travel,Eco,295,2,5,2,4,2,2,2,2,4,4,4,4,5,2,0,0.0,neutral or dissatisfied
92667,Female,Loyal Customer,57,Business travel,Business,3283,1,1,1,1,1,3,3,1,1,1,1,2,1,3,0,0.0,neutral or dissatisfied
44037,Female,Loyal Customer,33,Business travel,Business,2246,2,2,2,2,4,4,3,5,5,4,5,5,5,1,0,0.0,satisfied
23108,Female,Loyal Customer,18,Business travel,Eco,646,5,3,3,3,5,5,5,5,3,2,1,2,4,5,3,0.0,satisfied
34608,Male,Loyal Customer,21,Personal Travel,Eco,1598,3,5,3,3,4,3,4,4,3,4,5,5,4,4,42,25.0,neutral or dissatisfied
100454,Female,Loyal Customer,51,Business travel,Business,2865,3,3,3,3,5,5,4,4,4,4,4,3,4,5,12,0.0,satisfied
87653,Male,disloyal Customer,38,Business travel,Business,606,3,3,3,3,3,3,3,3,4,4,4,3,5,3,0,0.0,neutral or dissatisfied
33537,Female,Loyal Customer,53,Business travel,Business,2811,5,5,5,5,5,5,5,5,5,5,5,5,5,4,65,48.0,satisfied
81946,Female,disloyal Customer,24,Business travel,Eco,1050,3,3,3,4,1,3,1,1,4,3,2,4,3,1,0,0.0,neutral or dissatisfied
123899,Male,Loyal Customer,63,Personal Travel,Eco,541,3,1,3,4,4,3,4,4,4,3,4,4,3,4,36,23.0,neutral or dissatisfied
39315,Female,Loyal Customer,28,Personal Travel,Eco,268,1,0,0,2,3,0,2,3,4,1,2,2,3,3,0,0.0,neutral or dissatisfied
27231,Male,Loyal Customer,29,Business travel,Business,3351,4,4,4,4,4,4,4,4,2,3,3,3,1,4,0,0.0,satisfied
82339,Female,Loyal Customer,52,Business travel,Business,2653,2,2,2,2,5,4,4,2,2,3,2,3,2,3,42,35.0,satisfied
58336,Female,disloyal Customer,24,Business travel,Eco,296,2,0,1,4,5,1,5,5,3,3,4,4,4,5,9,0.0,neutral or dissatisfied
95528,Male,Loyal Customer,27,Personal Travel,Eco Plus,248,4,1,4,2,1,4,1,1,1,1,3,3,3,1,0,22.0,neutral or dissatisfied
112689,Female,disloyal Customer,24,Business travel,Eco,605,1,0,2,2,1,2,1,1,4,4,4,5,5,1,0,0.0,neutral or dissatisfied
44791,Male,Loyal Customer,35,Personal Travel,Eco,1250,3,4,3,2,2,3,2,2,3,4,4,4,4,2,7,30.0,neutral or dissatisfied
43199,Female,Loyal Customer,30,Personal Travel,Eco Plus,651,4,4,4,3,5,4,5,5,3,3,3,4,4,5,0,0.0,neutral or dissatisfied
101778,Male,Loyal Customer,34,Personal Travel,Business,1521,4,4,4,5,5,4,4,4,4,4,4,3,4,4,9,0.0,satisfied
52919,Female,Loyal Customer,36,Business travel,Eco,679,4,3,3,3,4,4,4,4,1,3,5,2,3,4,12,48.0,satisfied
57137,Male,Loyal Customer,10,Personal Travel,Eco,1222,3,1,3,4,4,3,4,4,4,2,3,2,3,4,0,0.0,neutral or dissatisfied
