Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Class_encoded,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Satisfaction_binary
36.0,697.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30.0,3380.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,20.0,2.0,0.0,0.0,0.0,0
39.0,2347.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
61.0,1037.0,1.0,4.0,1.0,3.0,1.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,139.0,119.0,1.0,1.0,0.0,1.0,0
56.0,2266.0,5.0,5.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1
29.0,362.0,1.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,2.0,2.0,4.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0
53.0,558.0,1.0,4.0,4.0,4.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,14.0,6.0,0.0,0.0,0.0,0.0,0
40.0,588.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,10.0,15.0,2.0,0.0,0.0,0.0,1
31.0,413.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,6.0,2.0,2.0,1.0,0.0,0.0,1
70.0,312.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
30.0,3807.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
60.0,991.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,1
43.0,3859.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,1
59.0,67.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,1.0,55.0,48.0,2.0,1.0,0.0,0.0,1
68.0,668.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,20.0,82.0,0.0,0.0,0.0,1.0,0
48.0,201.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1
58.0,517.0,2.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0
54.0,67.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,3.0,2.0,3.0,4.0,3.0,5.0,28.0,19.0,0.0,1.0,0.0,1.0,0
22.0,1378.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1
37.0,2421.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,1.0,2.0,1.0,0.0,0.0,1
68.0,308.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,18.0,12.0,0.0,0.0,0.0,1.0,0
60.0,166.0,1.0,5.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0,3.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0
36.0,1597.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1
44.0,1516.0,0.0,4.0,0.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,1
19.0,517.0,4.0,0.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,7.0,8.0,2.0,1.0,1.0,0.0,1
33.0,1121.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
75.0,797.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,0.0,19.0,1.0,1.0,0.0,0.0,0
52.0,846.0,2.0,5.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0
30.0,501.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,3.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
49.0,867.0,5.0,3.0,3.0,3.0,4.0,1.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1
43.0,266.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0
57.0,507.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,26.0,18.0,2.0,0.0,0.0,0.0,1
32.0,265.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,0
33.0,1607.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,8.0,16.0,2.0,1.0,0.0,0.0,1
18.0,2585.0,3.0,3.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0
12.0,854.0,2.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,3.0,2.0,4.0,1.0,3.0,5.0,84.0,78.0,0.0,1.0,1.0,0.0,0
55.0,1541.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0
48.0,1935.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1
44.0,563.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1
26.0,2275.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,33.0,17.0,2.0,0.0,0.0,0.0,1
41.0,451.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1
54.0,931.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,5.0,2.0,1.0,0.0,0.0,1
15.0,590.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,32.0,42.0,0.0,1.0,0.0,1.0,0
36.0,366.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1
28.0,802.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,35.0,21.0,0.0,1.0,0.0,1.0,0
55.0,844.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,36.0,27.0,2.0,1.0,0.0,0.0,1
60.0,296.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,51.0,33.0,0.0,0.0,0.0,0.0,0
41.0,402.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,31.0,2.0,0.0,0.0,0.0,0
20.0,404.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,97.0,140.0,0.0,1.0,0.0,1.0,0
8.0,925.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,21.0,0.0,1.0,1.0,0.0,0
22.0,238.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0
18.0,192.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,132.0,128.0,1.0,0.0,0.0,1.0,0
30.0,786.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0
32.0,3876.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,32.0,26.0,2.0,1.0,0.0,0.0,1
42.0,213.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0
36.0,2106.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,1.0,3.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,1
57.0,119.0,5.0,2.0,5.0,1.0,4.0,5.0,3.0,4.0,1.0,2.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1
59.0,3181.0,0.0,5.0,0.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
60.0,853.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,1
21.0,859.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1
55.0,2125.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1
19.0,957.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0
51.0,2198.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0
43.0,446.0,1.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0
31.0,1697.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,0.0,9.0,2.0,1.0,0.0,0.0,1
26.0,2409.0,3.0,4.0,3.0,1.0,5.0,3.0,5.0,5.0,1.0,5.0,4.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0
17.0,2475.0,2.0,0.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0
41.0,226.0,1.0,1.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,12.0,0.0,2.0,0.0,0.0,0.0,1
21.0,229.0,2.0,0.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,5.0,1.0,1.0,5.0,4.0,51.0,47.0,0.0,1.0,1.0,0.0,0
63.0,140.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1
43.0,2937.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1
46.0,545.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1
25.0,679.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0
39.0,3771.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1
30.0,2189.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1
40.0,2735.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
50.0,2320.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
26.0,368.0,2.0,4.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0
26.0,621.0,4.0,5.0,4.0,2.0,1.0,4.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,31.0,35.0,0.0,0.0,0.0,1.0,0
57.0,391.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,29.0,33.0,0.0,0.0,0.0,0.0,1
30.0,287.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0
14.0,1565.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,5.0,2.0,56.0,63.0,0.0,1.0,0.0,1.0,0
35.0,140.0,3.0,4.0,2.0,4.0,5.0,2.0,5.0,5.0,1.0,3.0,4.0,4.0,3.0,5.0,7.0,0.0,0.0,0.0,1.0,0.0,0
31.0,163.0,3.0,5.0,0.0,4.0,4.0,0.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,25.0,30.0,1.0,0.0,0.0,1.0,0
18.0,234.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,34.0,32.0,0.0,1.0,0.0,1.0,0
36.0,507.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0
59.0,431.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1
24.0,1204.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,0
42.0,86.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
36.0,1005.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,5.0,3.0,2.0,4.0,35.0,21.0,0.0,1.0,1.0,0.0,0
28.0,874.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,1
53.0,1963.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1
33.0,2521.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1
68.0,2923.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0
61.0,101.0,3.0,1.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
28.0,1010.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,1.0,4.0,31.0,88.0,2.0,1.0,0.0,0.0,1
46.0,302.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,50.0,42.0,2.0,0.0,0.0,0.0,1
40.0,3185.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0
29.0,2193.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,13.0,4.0,2.0,0.0,0.0,0.0,1
46.0,236.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,5.0,3.0,4.0,4.0,5.0,1.0,31.0,23.0,0.0,1.0,0.0,1.0,0
69.0,251.0,3.0,4.0,3.0,1.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,1.0,5.0,14.0,7.0,0.0,1.0,0.0,1.0,0
40.0,1756.0,3.0,4.0,3.0,5.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,11.0,0.0,2.0,0.0,0.0,1.0,0
35.0,859.0,4.0,5.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,2.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
39.0,419.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,7.0,30.0,0.0,0.0,0.0,0.0,0
49.0,3263.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
62.0,1744.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,4.0,1.0,16.0,35.0,2.0,0.0,1.0,0.0,0
61.0,295.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1
24.0,545.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,4.0,1.0,4.0,4.0,16.0,17.0,0.0,1.0,1.0,0.0,0
54.0,3091.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1
37.0,825.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0
40.0,1576.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0
32.0,1212.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0
41.0,325.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0
17.0,1242.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,18.0,11.0,2.0,0.0,1.0,0.0,1
41.0,2288.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
30.0,238.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0
19.0,455.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0
46.0,3017.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
28.0,853.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0
44.0,1828.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,12.0,2.0,1.0,0.0,0.0,1
50.0,224.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
55.0,1204.0,3.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,1.0,3.0,4.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0
22.0,515.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,81.0,84.0,0.0,0.0,1.0,0.0,1
25.0,628.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,4.0,1.0,17.0,52.0,2.0,1.0,0.0,0.0,0
53.0,577.0,1.0,0.0,0.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7.0,828.0,2.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,11.0,20.0,1.0,1.0,0.0,1.0,0
36.0,2454.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,22.0,2.0,1.0,0.0,0.0,1
32.0,931.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,24.0,6.0,2.0,0.0,1.0,0.0,0
34.0,2101.0,3.0,3.0,1.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
51.0,3320.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,4.0,2.0,1.0,0.0,0.0,1
36.0,2346.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,12.0,25.0,2.0,1.0,0.0,0.0,0
34.0,2698.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1
23.0,370.0,1.0,4.0,1.0,5.0,4.0,1.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,30.0,12.0,0.0,0.0,0.0,1.0,0
30.0,3101.0,1.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,61.0,48.0,2.0,1.0,0.0,0.0,0
49.0,1197.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,0.0,5.0,2.0,1.0,0.0,0.0,1
58.0,1504.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,29.0,14.0,2.0,0.0,0.0,0.0,1
50.0,883.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0
28.0,1134.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,5.0,16.0,3.0,0.0,0.0,1.0,0.0,1
48.0,409.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,60.0,56.0,2.0,0.0,0.0,0.0,0
51.0,1961.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0
72.0,1954.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,1.0,4.0,1.0,60.0,145.0,2.0,0.0,0.0,0.0,0
57.0,507.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0
54.0,1197.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
29.0,347.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0
39.0,2434.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,107.0,90.0,2.0,1.0,0.0,0.0,1
61.0,2260.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,50.0,81.0,2.0,0.0,0.0,0.0,0
46.0,834.0,0.0,5.0,0.0,4.0,5.0,5.0,4.0,3.0,3.0,0.0,3.0,3.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,1
41.0,271.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1
27.0,1767.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,51.0,38.0,2.0,1.0,0.0,0.0,0
59.0,455.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0
26.0,290.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1
29.0,1907.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,35.0,35.0,2.0,1.0,0.0,0.0,1
